 Title_id	Title	Plot	Awards	totalSeasons	Year	Rated	Runtime	Director	Actors	Language	Type
tt7997798	The Black Square	"""The Black Square"" is a series of positions and contrasts regarding art and its movements. Each episode illustrates, in succession, the evolution of ideas in the Arts in the 20th century, ..."		1.0	2017–2018				Giannis Mitrou	Greek	series
tt7997666	Maestros de la costura	Fashion show that looks for the best amateur dressmaker in Spain.	3 nominations.	2.0	2018–				Raquel Sánchez-Silva, Lorenzo Caprile, Maria Escoté, Palomo Spain	Spanish	series
tt7997606	Mission: Evelyne				2017				Ana Budimir, Fabrice Colson, Quentin Margot, Eric Metzger	French	series
tt7997366	OL Late Night				2018				Brian Lykke, Thomas Warberg	Danish	series
tt7997214	Hyori's Homestay	Kpop Lee Hyo-ri and her husband open up their home on the beautiful island Jeju to welcome travelers for free stays, meals and late night chats.		2.0	2017–				Hyo-ri Lee, Sang-Soon Lee, Im Yoon-ah, Lee Ji-eun	Korean	series
tt7997150	Gungho Eco				2018–				Maya Lilly	English	series
tt7997142	Minecraft Scottland	Ladies and gentlemen, you asked for it. I am not one to let my viewers down, so here is my very first attempt ever at playing Minecraft.		1.0	2011–2015	TV-MA	20 min		Zack Scott, Ashley Scott	English	series
tt7997010	I Live Alone			1.0	2013–				Do-Yeon Jang, Kian84, Na Rae Park, Lee Si-eon	Korean	series
tt7996940	Insolent Housemates				2017–				Se-Ho Cho, Eun-jeong Han, Jin-Young Hong, Hee-chul Kim	Korean	series
tt7996912	Kitty Talk			1.0	2017–				Roseanne Barr the Cat, Buttons the Kitten, Ron Sparks, Sue Taylor	English	series
tt7996906	Let's Eat Dinner Together	The program is like a documentary series about the dinner search's journey of two men, Lee Kyung Kyu and Kang Ho Dong. For each episode, they must execute the same mission, to find dinner.		1.0	2016–		100 min		Kyung-kyu Lee, Ho-Dong Kang	Korean	series
tt7996844	UHShe	Welcome to UHshe - an all-female Minecraft tournament in Ultra HardCore mode. It's a fight to the death and the only way to heal yourself is to eat a golden apple which can be made the regular way or by surrounding an apple with flowers.			2015–	TV-PG	20 min		Ashley Mariee, Aureylian, Bee HeyIm, Tiffany Herrera	English	series
tt7996796	The Berg	The villagers of Givney on the small island of Kiligant, are surviving in the new reality of living in a post-apocalyptic Canada. That is until a mysterious iceberg shows up and threatens everything they've built.			2018–				Kindall Charters, Francine Cunningham, Annabelle Loi, Nicola Whitney-Griffiths	English	series
tt7996636	MasterChef Celebridades				2017–		90 min		Leonor Poeiras, Rui Paula, Miguel Rocha Vieira, Kiko Martins	Portuguese	series
tt7996446	Adrienne Marie TV				2018–				Adrienne Marie Coins, June's Diary, Frank Gatson		series
tt7996420	Into the Blind	After their mission goes horribly wrong, a rookie agent must push deep into the territory of a dark cult to save her abducted partner from torment before it's too late.			2018				Rachelle Dimaria, Zhaleh Vossough, Michael Minto	English	series
tt7996274	The Kitty Show				2015					English	series
tt7996236	Aussie Osbourne Show	Known for it's in-depth interviews with bestselling authors and celebrities, the Aussie Osbourne Show has featured New York Times Bestselling authors, Gayle Lynds, Boyd Morrison, Lisa See and more.		3.0	2016–				William J. Bruce III	English	series
tt7996230	Civil War: America Divided	This 10-episode program offers archival photographs and battle re-enactments to unravel the history of the U.S. Civil War, from the election of 1860 to the Appomattox surrender. Includes a bonus photo slide show.			2008					English	series
tt7996218	The Dog and Pony Show Show				2013				Casey Jost	English	series
tt7996132	Strawberry Shortcake	The continuing adventures of Strawberry Shortcake and her fruit-themed friends.			2019–					English	series
tt7996040	Out of Bounds with John Oakley			4.0	2003–2008				John Oakley	English	series
tt7996006	Risk Takers: Reality Show				2016–				Dan Bilzerian, Mikayla Carr, Christine Mercedes, Erica Nagashima	English	series
tt7995996	Seaside Reno				2018–					English	series
tt7995976	Saved by the Smiths				2018–					English	series
tt7995964	The Vibe	Young hosts talk to Canada's hottest stars and filmmakers.		2.0	2011–2012		30 min		Dave Smith, Rob Spooner, Ken Campbell, Sonya Jenner	English	series
tt7995956	Baltimore Revival				2018–					English	series
tt7995926	Édes Kettes				2018–				Kristina Goztola, Endre Szilvási	Hungarian	series
tt7995922	Feuer & Flamme: Mit Feuerwehrmännern im Einsatz	This series goes along with the fire department of Gelsenkirchen. It shows the firefighters use and the daily life.	1 nomination.		2017–		45 min			German	series
tt7995558	The Cory Turner Show	Join Cory on his funny, entertaining and sometimes goofy look at the movies that help shape our culture. From current blockbusters to the hard to find indie titles, Cory is always ready to share his must see movies.			2018–				Todd Jenkins	English	series
tt7995502	Sons of Vienna	The musical journey through the lives of the most famous classical composers of the 18th and 19th century Vienna.			2018					English	series
tt7995086	Mixer				1980–1998				Pierluigi Baima Bollone, Giovanni Minoli, Roberto Pinotti	Italian	series
tt7994154	Upbeat	Teen music and dance show from Cleveland, Ohio.		2.0	1964–1971		60 min		Don Webster	English	series
tt7994124	TJ 7				1978		45 min		Wena Naudé, Marius Weyers, Tobie Cronje, Siegfried Mynhardt	Afrikaans	series
tt7994060	Zero: Dragon Blood	In DRAGON BLOOD, Rei Suzumura continues to hunt Horrors in a certain city. One day, he meets a young woman in love with photography, Alice Hiromi. After witnessing Makai Knight ZERO in ...		1.0	2017–				Kokoro Aoshima, Rei Fujita, Taka Guadalcanal, Yuria Haga	Japanese	series
tt7994016	Drama Drama				1978–1979		40 min		Nic de Jager, Lerina Erasmus, Willie Esterhuizen, Bill Flynn	Afrikaans	series
tt7993994	Dokter, Dokter				1976–1977		30 min		Jana Cilliers, Nic de Jager, Lerina Erasmus, Grethe Fox	Afrikaans	series
tt7993980	Women Superstars Uncensored WSU	omen Superstars Uncensored WSU is an American, New Jersey based women's professional wrestling promotion which held its first event in 2006 Shows combine wrestling interspersed with both ...		7.0	2006–				Jack Sabbath	English	series
tt7993852	World Wonder Ring Stardom	After retiring from professional wrestling on March 29, 2010, Fuka began training Yuzuki Aikawa, a gravure idol signed to Platinum Production, the same modeling agency as her, for a career ...		4.0	2010–				Azumi, Cheree Crowley, Datura, Kairi Hôjô		series
tt7993644	Die Byl				2016		75 min		Waldemar Schultz, Marvin-Lee Beukes, Lika Berning, Eric Nobbs	Afrikaans	series
tt7993516	The Shoaks	In order to obtain her trust, 26- year-old Allison Birch, must undergo 90-days of sobriety at the only sober-living facility that will take her: The Shoaks. While there, and under ...			2018–		90 min		Alex G. Smith, Saige Spinney, Brian Atkinson, Carrie Gibson	English	series
tt7993422	Jeet Gayi Toh Piya Morey	Principally based on the lines of 'Beauty and The Beast'.			2017–		20 min		Yesha Rughani, Shoaib Ibrahim	Hindi	series
tt7993420	Bhootu	Pihu, the ghost of a seven-year-old, attempts to shield her mother, Anandita, from all harm with the help of her friend and god-child Krishna.			2017–2018		20 min		Arshiya Mukherjee, Sana Sheikh, Akansha Chamola, Kinshuk Mahajan	Hindi	series
tt7993406	Saam Daam Dand Bhed	Vijay, a youngster, is forced to mend his carefree ways and take care of his family. He becomes a political leader and is seen as an inspiration for the youth.		1.0	2017–2018		20 min		Bhanu Uday, Varun Toorkey, Aishwarya Khare, Sonal Vengurlekar	Hindi	series
tt7993398	Fragments				2018–				Sean Albert, Samantha Alvarez, Ashlyn Ani, Jd Cruz	English	series
tt7993396	Nimki Mukhiya	Nimki is a carefree village girl. Belonging to a poor family, a twist of fate suddenly finds her contesting a local election.		1.0	2017–		20 min		Rita Bhaduri, Bhumika Gurung, Rishi Khurana, Indraneil Sengupta	Hindi	series
tt7993266	Kisah Yang Hilang				2017–2018				Eyka Farhana, Wan Gegau, Aizat Hassan, Izzue Islam	Malay	series
tt7993156	Take It From Me Show	Dominique Rodriguez interviews new guest host every episode and creates an original series of comedy sketches and music with them.		1.0	2018–				Dominique Rodriguez, Stephanie Rojas, Nathan Streifel	English	series
tt7993132	Filmmelier Drops			1.0	2018–		5 min		Bruno Rochel, Thierry Frémaux	Portuguese	series
tt7993080	Aware	"The world is changing in ways never expected. ""Aware"" aims to shed light on societal struggles through clever discourse and perceptive insights by leaders in the social justice effort."			2018–	TV-14	42 min		Gabrielle	English	series
tt7993076	Les détestables	-The most hateful seniors on the small screen. With the help of hidden cameras, The Despicable are making dodgy blows to the population, all more wacky than the others.			2011–				Carmen Sylvestre, Josée Beaulieu, Anne Boulianne, Gaston Caron	French	series
tt7993068	The Daily Fandom			3.0	2014–				T.C. Anderson	English	series
tt7993046	Rogues and Roleplayers	Best friends Jared (Bumblure), Wade (Wadeling), Addison (Nosidda), and T.C. (just...T.C.) talk all kinds of craziness while playing all of your favorite video games.			2015–				Jared Anderson, Wade Wright	English	series
tt7993038	Epic Rap Battle Parodies	Just some teens making some parodies of Epic Rap Battles of History.		4.0	2012–	TV-14			Justin Buckner, Nathan Provost, Zander Kanack	English	series
tt7992804	Extraordinary Weddings				2016		60 min			English	series
tt7992772	C&N Font des videos	The exciting, and very real life of C and N, the two letters of the famous Cartoon Network logo.			2015–2016				Martone Luca Antony, Nicolas Chedaille, Tony Martone, Luc Terrier	French	series
tt7992718	Boundaries	A brother and sister living together in LA must work to define the boundaries in their relationship, other relationships, and their careers. What's okay, and what's not? How can we even talk about boundaries if we don't know who we are?		1.0	2018–				Pegah Rashti, Spencer Paez	English	series
tt7992710	Nos Theories	The craziest and most wicked fan theories about all your favorite cult movies.			2016–2017					French	series
tt7992650	The Doctor Who Gave Up Drugs			1.0	2016–2018		60 min		Chris van Tulleken	English	series
tt7992510	Assisted Loving	A multi-generational comedy about a family dealing with the challenges of their aging mother's care.		1.0	2018–				John Edel, Alison Anderson, Josh Bagley, Janet Mondloh	English	series
tt7992496	Vade Retro			3.0	2012–2014				Enrico Baccarini, David Murgia	Italian	series
tt7992262	So Cal				2017				Anna Lakin, Daniel Stephans II, Andrew Daniels, Gabi Del Moral	English	series
tt7992204	Boston Spirits				2018–				Don Arangio, Burnelle Rose Gleason, Donagh Gleason, Paul A Nielsen	English	series
tt7992012	Soupscast				2018–				Alex Wardle	English	series
tt7991870	Dark X	A series of Adult videos on DarkX.com, an adult site.			2015–				Mandingo, Ricky Johnson, Rico Strong	English	series
tt7991836	Hudson River Stories: Hope on the Hudson	The Hudson River has defined cultures and communities in the Hudson Valley for generations. From the Native Americans who preceded European settlers, to the vast pre-industrial fishing and ...			2017–					English	series
tt7991722	Complex Live				2017					English	series
tt7991708	Complex News				2013–				Natasha Martinez	English	series
tt7991526	Paris musique				1954–1965		3 min		Catherine Sauvage, Raymond de Rycker, Jean-Louis Fénoglio, Les Trois Ménestrels	French	series
tt7991514	Todo el mundo es bueno				2012				José Corbacho, Pilar Rubio	Spanish	series
tt7991362	Angels Garage	Angels Garage is a shop in the desert that does cars for stars,charities and husband and wife have real life issues.			2017–		30 min		Angela Babala, Mark Babala, Tommy Chong, Joe Minoso	English	series
tt7990480	Volume				2001–2007		25 min			German	series
tt7990052	Seeds	Jade, Beth, Maya and Danielle share a friendship not easily broken as they navigate a path through womanhood, boldly defying the stereotypes that seek to define them.		1.0	2018–		20 min		Dionne Addai, Adia Alli, Deja Harrell, Kyra Jones	English	series
tt7989904	Cavuto Live	Neil Cavuto covers the latest breaking developments, from our financial capital to our nation's Capitol; it's all about following the headlines and following the money, with the biggest newsmakers from business and politics.			2018–		120 min		Neil Cavuto	English	series
tt7989842	Dance Dance Dance Italia			1.0	2016–				Andrea Delogu, Clara Alonso, Diego Domínguez, Claudia Gerini	Italian	series
tt7989824	Birth Stories	Dramatic and emotionally-charged, the verité-style series follows the real-life experiences of eleven expecting women as they face the complexities of pregnancy, the intensity of giving ...	1 nomination.		2000–2004					English	series
tt7989820	The Real Peak Practice	A year in the life of family doctors and their patients in Derbyshire's Peak Park.			2018–		30 min			English	series
tt7989818	OCTB	"""An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong."""		1.0	2017–		24 min		Brian Thomas Burrell, Bianca Stam	Cantonese, Mandarin	series
tt7989764	Unutabilsem	Two geniuses who love each other crazy, the story of their passionate love. A drama story prepared by Emrah's popular song Unutabilsem at the time.			1998–1999		40 min		Tugrul Arsever, Suzan Avci, Sühan Bardar, Burcu Basaran	Turkish	series
tt7989656	The Adventures of Hero-Man	Hammond Magnus, empowered by an alien Energy Cube, dons the heroic alter-ego of HERO-MAN. Along with Sidekick Kid, Firegazer, and Frostbite, they are constantly defending the city from the ...		2.0	2012–				S.A. Nathe, Frank E. Max	English	series
tt7989652	The Secret Transformers Show				2010–				Larry Hankins, Brian Johnson, Dakota Hutchins	English	series
tt7989630	Transformers: Misfortune				2017–				Larry Hankins, Brian Johnson, Dan Storm	English	series
tt7989592	Bem Estar				2011–		60 min		Mariana Ferrão, Fernando Rocha, Sandra Annenberg, Ana Brito	Portuguese	series
tt7989528	Only Children	Four unique friends, all only children, rely on each other as family to get through the everyday ups and downs of adulthood.	1 win & 10 nominations.		2018–				Wayne Wilcox, Keylor Leigh, Ji Bak, Tim Wardell	English	series
tt7989446	Ard Gaw				2017–		40 min		Ghadah Abdulrazeq	Arabic	series
tt7989406	The Danger Boys Squad	"Two unconventional (amateur) neighborhood watch patrol ""officers"" who roam the streets of Montreal. Fighting for justice, keeping the peace while causing a big mess all at the same time. A ..."			2015		6 min		Jaa Smith-Johnson, Christopher Charles Cavener, Derek Johns	English	series
tt7989390	Zoofari				2018–		30 min		Maxwell Glick, Paul Louis	English	series
tt7989328	Jamuary	"For AJ Rafael, January is ""Jamuary"", as he's gonna dedicate everyday of the month to sing one song each day, alone or with the help of his guest friends."		1.0	2018				A.J. Rafael	English	series
tt7989190	El Canal Telexit				2017–		13 min		Alan Alarcón	Spanish	series
tt7989160	Lulu's Diary	"""How does one marriage arise from two failed marriage proposals?. It was not the kind of day that either Song Jie Xiu or Lin Xiao Ru could have imagined. Jie Xiu proposed to his girlfriend,..."			2017					Min Nan	series
tt7989084	Sultan	Sultan escapes from home without the resignation of his father and marries Sahin. The woman who was in love with all her innocence at the age of 18 loses Sahin that day. But 15 years ...			2001		60 min		Esra Arslan, Melih Atalay, Mürsit Bag, Taner Barlas	Turkish	series
tt7989060	Cooking for Spite				2018–				Mitch Costanza, Chioke Jelani Clanton, Isabelle Doan	English	series
tt7988998	Min venn Marlon			1.0	2017				Martin Evensen	Norwegian	series
tt7988900	Seeking Sister Wife	Seeking Sister Wife documents the lives of three very unique families who are all in various phases of seeking, dating or transitioning a new sister wife into their lives.		2.0	2018–				Jeff Alldredge, Sharis Alldredge, Vanessa Alldredge, Ashley Kapri Snowden	English	series
tt7988878	Rocky Mountain Railroad	The all-new series casts a spotlight on the elite crews assembled to keep the nation's critical freight and passenger trains rolling during the winter months by battling deadly avalanches, ...		1.0	2018–				Jordy Hunter	English	series
tt7988856	Hudson River Stories: Hudson River at Risk	For many years, the Hudson River, like so many waterways across the U.S., was treated like an infinite waste barrel, a receptacle for poisonous chemicals and hazardous waste. During the ...		1.0	2016–					English	series
tt7988768	Ole Bud's ANU Football Weekly				2018						series
tt7988616	Nefes Nefese	In Berlin, her father Ayaz Kiran lives a quiet life. Ruya finds out that her mother, whom she has never seen one day, is in Syria. The only way to enter the occupied congregation for Ruya, ...		1.0	2018–		120 min		Sükrü Özyildiz, Melisa Senolsun, Ugur Yücel, Ezgi Senler	Turkish	series
tt7988590	¿Quién sabe más de los famosos?				2018–				Adrián Pallares, Tamara Tarrío	Spanish	series
tt7988444	Sana dalawa ang puso			1.0	2018–		30 min		Bayani Agbayani, Jana Agoncillo, Pinky Amador, Ryan Bang	Filipino, Tagalog	series
tt7988442	Beehive	Beehive is a newspaper set in New York City, owned by boss Joanne Beehive, who with her team of journalists, aims to bridge culture between the middle east and US. Drama.			2018–				Joanna Pickering, Shaza Doughan, Elizabeth Hopland	English	series
tt7988304	The Young Offenders	Coming-of-age drama about lovable rogues Conor and Jock as they navigate their awkward teenage years, hatching plans and adventures to help distract from their tough home lives and their inability to stay out of trouble at school.	2 wins & 10 nominations.	3.0	2018–		30 min		Alex Murphy, Chris Walley, Hilary Rose, Dominic MacHale	English	series
tt7988238	Angeli del mare: Sea Angels	"For those who face the ""journey of hope"" to seek for a better life abroad, the sea is a frontier to overcome, but for many it can turn into a grave. Through this thin line move the SEA ..."			2018–					Italian	series
tt7988178	Anomaly, Idaho	Biologist Xavier Stone just got transferred from his high profile CIA job in Washington DC to the middle of nowhere Idaho. He quickly learns that his new team is a group of monster hunters ...			2019–				Sarah Frisby, Ty Pope	English	series
tt7988162	Los misterios de Jack el detective	Jack is the detective of the city of Madrid and as in all cities there are thieves and murderers, criminals. Jack will have to find out who is the culprit and who is the innocent, along ...	2 nominations.	4.0	2016–				Rafa Rodríguez Macpherson, Javier Rodríguez Macpherson, Josef Ortemter	Spanish	series
tt7988088	A Season with Navy Football	From the classroom to the locker room to the kick-off each week, A Season With transports viewers behind-the-scenes, beyond the field and into the lives of student athletes as they compete ...	1 nomination.	3.0	2017	TV-PG	30 min		Corey Stoll	English	series
tt7987924	Crossdressing Product Review	Burlesque drag queen Vera Wylde reviews products of interest or use to cross-dressers and other gender benders.		1.0	2015–				Nathaniel Wayne	English	series
tt7987878	Die andere Seite				2017–				Robert Ritter, Jana Reiß	German	series
tt7987860	LaManCave			1.0	2017–				Carolina Gonzalez W.	Spanish	series
tt7987848	Millennials	Terry and Clair have a big blowout. Friends weigh in on their relationship troubles to try and help, but will it be enough to salvage their relationship? Find out on Millennials.			2017–				Charles Merlo, Katy Habib, Erin Dowling, Jennifer Field	English	series
tt7987834	UnEventful	"UnEventful follows lazy slackers Addie and Kara, embarking on their latest ""Get Rich Quick"" Scheme- a terrible Event Planning business. They encounter pessimism from their pragmatic ..."			2011				Adele Dicks, Thomas Duplessie, Kristy LaPointe	English	series
tt7987816	Ich liebe einen Promi	Ich liebe einen Promi.			2017–				Jenny Elvers, Walter Freiwald, Claude-Oliver Rudolph, Micaela Schäfer	German	series
tt7987812	Las noticias del guiñol				1995–2008				Jaime Berzosa, Victorio Duque, Eva Morillo, Isabel Nuñez	Spanish	series
tt7987730	Discover Beijing: A Modern City with an Imperial Past				2015					English	series
tt7987540	Summer Vacation	Summer Vacation follows a group of friends and their summer adventures.			2018–	TV-14			Maximiliano Ibarra	English	series
tt7987534	The Stepdaughters	A story of two women, Mayumi and Isabelle who don't like each other. They will eventually become stepsisters as Mayumi's mother marries Isabelle's father.		1.0	2018	TV-PG			Megan Young, Katrina Halili, Mikael Daez, Glydel Mercado	Filipino, Tagalog, English	series
tt7986946	The Weather Files	The Weather Files (8×60'; HD) is a new documentary series that shines a spotlight on extreme weather patterns. The series travels across North America chronicling severe weather phenomena ...		1.0	2018–				Blake Canning, E. Fegan DeCordova, Yann Archambault, Taryn Crankshaw	English	series
tt7986618	Andra Åket			2.0	2018–				Elsa Forsberg, Mattias Fransson, Lena T. Hansson, Jakob Setterberg	Swedish	series
tt7986292	Nuri	"Leyla and Nuri grew up in Izmir Alacati, they fell in love with each other and married when they grew up. They are a happy couple with two kids. Nuri, until we get caught up in the ""Horny ..."			2011		90 min		Selin Altay, Hakan Altiner, Elcin Atamgüc, Baris Basar	Turkish	series
tt7986286	Les touristes: mission safari				2018–				Arthur, Cartman, Jarry, Victor Artus Solaro	French	series
tt7986168	Jan & Yolanda	The story focuses on Jan, a mischievous and rebellious child, who will pass his mother Yolanda in distress. The protagonist will have his best friend Rocky, who will be at his side for the ...			2015–2016				Rafa Rodríguez Macpherson, Javier Rodríguez Macpherson	Spanish	series
tt7986158	Mutagen Nation	The GREAT Professor D.B. Dornake welcomes you to his Secret Laboratory where he plans to unveil his most recent genius invention.			2017–				Dan Nation, Jonathan Hart, Scott Nation, Thomas Hart	English	series
tt7985734	Red Carpet Icons	Ripe with fresh fashion and serious star style, E!'s team of experts is counting down our all-time most unforgettable, jaw-dropping red carpet moments.		1.0	2018–					English	series
tt7985640	Diaries of Badass Chicks	Alex is excited, but terrified to get back into motocross racing after a long hiatus. She finds new friends, but also experiences the ups and downs of being a woman in a male-dominated ...		1.0	2018–				Eline Mets, Kaitlyn McCready, Lesley Mirza, Grant Vlahovic	English	series
tt7985590	True Love Lessons				2017–				Sierra Mercier	English	series
tt7985582	This Is What I Think			1.0	2018–				Jude Timothy Harris, Donny Sadler		series
tt7985540	Eat. Race. Win.	EAT. RACE. WIN. is a behind-the-scenes, on and off-the-bike adventure into the biggest annual sporting event on the planet: The Tour de France. Known as the Queen of Performance Cooking, Chef Hannah Grant takes you on her race within the race, sourcing fuel-packed food for Australia's pro cycling team, Orica-Scott, as Sports Director Matthew White encourages his nine riders to victory.	1 win & 1 nomination.	1.0	2018–	TV-14			Michael Albasini, Esteban Chaves, David De Silva, Hannah Grant	English	series
tt7985266	We Need to Talk				2018–				Laura Perlongo, Nev Schulman	English	series
tt7985230	L'Enfer c'est nous autres	'L'Enfer c'est nous autres' est un talk show éclaté animé par Julie Snyder à Radio-Canada.			1992–1997				Pierre Péladeau, Julie Snyder	French	series
tt7985120	Stars Behind Bars 2018	Scripted TV series about talent show for prisoners that will give the winner / winners freedom plus record deal and following their lives after winning.			2018–						series
tt7985104	What the Fashion			1.0	2018–				Zuri Hall, Justin Martindale, Morgan Stewart		series
tt7984962	The Just a Random Stan Show				2017–				Stan Stefanov	Bulgarian, English	series
tt7984922	Take the Dive	"Downtown dweller Jorge Requena Ramos takes his suburban friend Joanna Braun on an ""insider's list"" tour of coolest dives (hidden gems) in her city. Pushing her to step out of her comfort ..."			2018				Joanna Braun, Jorge Requena Ramos	English	series
tt7984860	Studio 49				2018–				Artson, Cody Coyote, Miracle Dolls, Lakota John	English	series
tt7984844	The AUX: Aboriginal Unity Experience				2015–					English	series
tt7984834	Village SOS				2011–2012					English	series
tt7984828	Movieopolis				2018–				Dylan Bailey, Sean Briody, Stuart Cannold, Lee Cogburn	English	series
tt7984812	Kill Me				2018–				Lilliana Winkworth, Marcos Gonzalez	English	series
tt7984802	Fastlife	This is a very low budget documentary about a family guy who pursues his dream in sports car racing. His wife shoots all of the footage and does the narration.			2017–				Brooke DeBoer, Derek DeBoer, Haylee DeBoer, Paige DeBoer	English	series
tt7984756	Fellatio Japan			6.0	2013–				Shino Aoi, Aya Kisaki, Yui Kawagoe, Mai Araki	Japanese	series
tt7984744	Héroes de la comunidad			6.0	2012–				Rosa Cabrera, Carlos Luiz, Omar Mederos, Aldo Camejo	Spanish	series
tt7984704	Sformat				2004–2005				Camila Raznovich	Italian	series
tt7984586	Well Being for the Body and Soul with Cynthia Daddona: Food, Travel, Lifestyle				2016–				Cynthia Daddona	English	series
tt7984468	The Fat Fighters				2011						series
tt7984466	Chytrost nejsou zádné cáry				2013–2014		13 min		Tomás Matonoha, Josef Polásek	Czech	series
tt7984414	Holy Sh**, Mary!				2018–		10 min		Anna-Catharina Mettenheimer, Hamid Jahangard, Jolie Chi, Marcos Favela	English	series
tt7984410	Spider-Man Apprentice	Peter Parker stumbles upon a highly untrained Miles Morales and reluctantly agrees to train him, bringing on a new apprentice.			2018–				Ian Adema, Booney Mandel	English	series
tt7984384	An Inkling of An Inkling	When a young woman with an A type personality starts a writers group inspired by The Inklings, she ends with with a group who put their genres into other people's work as the the shared stories play out on screen and get out of hand.			2019–				Brandon Ruiter, Raymond-Kym Suttle, Taylor Ann Tracy, Sabrina Wrabley	English	series
tt7984326	Highlights of 20th Century Music: 1899-1972	A 31-part, 47-hour documentary series on the evolution of recorded popular music in the 20th Century, from the dawn of the ragtime era in 1899 (when sound recordings were a new commodity ...			2015–2016		2,800 min		The Beatles, Glenn Miller, Three Dog Night	English	series
tt7984324	It's love, actually	Through a series of interviews, couples address everything from intimacy to in-laws in order to uncover the intricacies and most common truths among modern couples.			2013					English	series
tt7984268	A Casamenteira				2017–		21 min		Teresa Guilherme	Portuguese	series
tt7984232	Dance For Me			1.0	2018–				Marc-Andre Blanchard, Eva Connelly-Miller, Elena D'Arrisso, Hayden Finkelshtain	English	series
tt7984206	O Confessionário			1.0	2017–				Teresa Guilherme	Portuguese	series
tt7984182	Studio A				2018–						series
tt7984050	The Tamer				2019–					English	series
tt7983958	What Would My Kid Do?			1.0	2018–				Nicole Bergerson, Sydney Bergerson, Bradley Bundlie, Mike Bundlie	English	series
tt7983944	Genderfluid Vlog	Vera Wylde gives updates on her life and experiences as a gender-fluid individual.		3.0	2016–				Nathaniel Wayne	English	series
tt7983936	Otsoen Lurraldean	"""In land of the wolves"" is a basque digital series made with the support of the Department of Culture and Linguistic Politics of the Basque Government. An asocial woman and her dog will ..."			2017–				Rose of Dolls, Oliver Mend	Basque	series
tt7983914	Bumazhki			1.0	2015–2016		5 min		Andrey Rozhkov	Russian	series
tt7983880	Skulls and Roses	Couples compete against each other on Skull Island, testing their instincts for love and self-preservation.		1.0	2019–		55 min		Pearl Almeida, Angel Bhandari, Vipin Changani, Mayank Chaudhary		series
tt7983874	Misteri			1.0	1994–1999				Maurizio Baiata, Lorenza Foschini, Roberto Pinotti	Italian	series
tt7983796	Droppin' Cash: Los Angeles	Ball out with your favorite artists and athletes in LA as they drop crazy cash on the stuff we all dream about.		2.0	2018–				Alfredo Flores, Toni Romiti	English	series
tt7983588	Superhuman	"Competitors that have extraordinary powers put their powers to the test to try to win $50,000 and the title of ""SuperHuman"""		1.0	2017–		43 min		Kal Penn, Mike Tyson, Rahul Jandial, Christina Milian	English	series
tt7983268	The Next Biggest Winner	Investment Television for Canadian Investors The Next Biggest Winner helps both savvy and novice investors find the next biggest winning stock. Want to be in on the ground floor of the next...			2012–2014		30 min		Andra Enescu	English	series
tt7982846	Yap with Dr. Yap	Micro-talk show on emerging businesses, entrepreneurs, technology, training, media and more. Educators can use the videos for their classes so long as they provide appropriate attribution.			2015–				Robin Yap	English	series
tt7982520	Anatomy of a Closet				2009					English	series
tt7981936	Nebuloid	A trip across the Galaxy, a broken robot and a sh*tload of trouble. An animated web-series in 360VR.			2018–				Òscar Boronat, Marta Ferrer, Mariebelle Kuhn, Sergi Páez	English	series
tt7981596	That Man Oh Soo	Oh Soo is an IT company technician as well as a cafe owner and barista. He is also a matchmaking cupid who has the power to pair lovers together. Oh Soo can detect people's unseen emotions ...		1.0	2018–				Ye-ju Jin	Korean	series
tt7981562	Clean with Passion for Now	Gil Oh Sol, an employee at a cleaning company, meets Jang Sun Gyeol, the boss of the company. The two are diametric opposite when it comes to cleanliness. With the help of Oh Sol, Sun Gyeol faces his mysophobia and finds love.		1.0	2018–2019		70 min		Yoon Kyun-Sang, Kim Yoo-Jeong, Jae-rim Song, Seon Yu	Korean	series
tt7981522	Go! Princess!: Gong Zhu Chu Shan				2012				So-won Ham, Siyan Huo, Jin Luo, Mengxue Zeng	Chinese	series
tt7981504	Lies: Huang Yan				2002				Zihan Chen, Jing Hu, Zhenhai Kou, Ximing Liu	Chinese	series
tt7981482	Edo Survivor				2018–				Doretta Papadimitriou, Konstantinos Vasalos, Evridiki Valavani	Greek	series
tt7981446	63 Nayanmaargal				2014–2017				Sanjay Bhargav, Danush, Santhoshi	Tamil	series
tt7981420	Rich Kids: Fu Jia Zi Di				2008				Donglin Guo, Eric Suen, Jingjing Xie, Hao Zheng	Chinese	series
tt7981386	Tree in Life: Wo Sheng Ming Zhong De Gan Lan Shu				2005		40 min		Lei Hao, Yiping Jia, Li Jing, Shujin Lin	Chinese	series
tt7981348	Love in a Miracle: Ai Zai You Qing Tian				2004		47 min		Amy Chan, Ruco Chan, Shu Fung Cheng, Elaine Jin	Chinese	series
tt7981334	Almost Live	Almost Live follows author, Bigfoot researcher, survivalist and adventurer Thomas Marcum as he explores the deeps woods of Kentucky. The show is presented in a raw, uncut live footage format.		2.0	2017–2018				Thomas Marcum	English	series
tt7981320	Shimmer	Shimmer Women Athletes often referred to simply as Shimmer is an American, Chicago-based independent women's professional wrestling promotion which held its first event on November 6, 2005		7.0	2005–				Jasmine Benitez, Genevieve Goulet, Nicole Matthews, Sara Amato	English	series
