Title_id	Title	Year	Rated	Runtime	Director	Actors	Plot	Language	Awards	Type	BoxOffice	Production	Website
tt9760258	The Event	2018				Chandni Dua, Deeksha Joshi, Jalaj Singh	The story of an event that radically changes the lives of an entire technologically dependent generation.			movie			
tt9760212	Steve's Hollywood Story	2017		73 min	Sam Mraovich	Michael Haboush, Dan Lookabill, Holly Mraovich, Sam Mraovich	When an aspiring film maker, Steve (Sam Mraovich) befriends Joan (Christina Williams) in Hollywood, CA, he is confronted with a wild crazy town of screenwriters, directors, sexy actors, and...	English		movie			
tt9760074	I Am Still Here	2018		14 min	Cynthia Matty-Huber	John Hoiland	On a cold winter morning John Hoiland places flowers on his parents' graves, small headstones tucked between tall grass and sage. John plans to be buried here, along side his parents, their...	English	1 win.	movie			
tt9759988	Heartbeat	2020		10 min	Benjamin J. Alexander	Fallyn Brown, Cheyenne Puga, Rich Lowe, Keith D Dooley	Meli can't help but feel left out at her sister's recital in a world full of sound. With the help from a loved one she'll learn there are different ways to connect with music.	English		movie			
tt9759978	The Dude in Me	2019		122 min	Hyo-jin Kang	Park Sung-Woong, Jung Jinyoung, Mi-ran Ra, Soo-min Lee	A weak high school student and a mighty gangster exchange their bodies accidentally.	Korean, English	1 nomination.	movie			
tt9759952	The Assassin's Son	2019		21 min	Pawel Williams	Jacob Farley, Andrew Kasella, Jack Kelly, Andres Ridley	After discovering the real truth of what his father does, a teenage boy and his friend must fight their way through a swarm of hitmen in order to hopefully survive.	English		movie			
tt9759922	Angels Landing	2019		5 min	David R. Liu	Albert Kong, George Tsai	Two estranged brothers visit their childhood spot in downtown Los Angeles in an attempt to reconcile.	English		movie			
tt9759814	Stand Out	2019			Vicki Syal	Trina Dong, Vicki Syal, Roscoe Brandon, Brandon Shypkowski		English		movie			
tt9759806	Microfilms: Vol. I	2019			Jake Kolton	Elizabeth Cappuccino, Mascha Mareen		English		movie			
tt9759784	The Dispute	2019		13 min	Mikey Alfred	Gene Alfred, Sarah Bazler, Kasey Elise, Andrea Ellsworth	Two best friends, from South Central Los Angeles, dream of living lavish when a credit card pre-approval letter suddenly arrives in the mail.	English		movie			
tt9759754	Apple of My Eye	2019		81 min	James Robin Mayo	Dennis Padilla, Krystal Reyes, Marco Gumabao, Moi Marcampo	A girl who wishes for a traditional relationship free from technology finds love in a boy who happens to be a web developer. Will the boy bow down to the girl's tech free whim or will the girl embrace the very thing she vowed to avoid?	Filipino, Tagalog		movie			
tt9759730	N.I.	2019			Sallyanne Massimini	Susan Hanfield, David Meza, Giorgia Whigham		English		movie			
tt9759714	Blade Runner(s)	2019			Chris R. Notarile	Harley Castro, Brian C. Chenworth, Edward Kasper, Jeff Odachowski		English		movie			
tt9759634	JoJo's Circus The Movie	2014		58 min	Xander Ratliff	David, Eric, Young Guy, Ivy	Goliath, who is just like PC guy, stole the toy from Walmart and something bad happens to him.	English		movie			
tt9759618	Cowboy	2012			Abelardo de Carvalho			Portuguese		movie			
tt9759612	Above the Best	2019		80 min	David Salzberg, Christian Tureaud	Chris Abramo, Naser Ahmadi, Terry Best, Bill Cook	"Army Aviators say they fly ""above the best"" see the lengths these heroes will go to, to protect the soldiers on the ground, and each other during intense combat in the most dangerous places on Earth."	English		movie			
tt9759592	Flutuantes	2013			Rodrigo Savastano			Portuguese		movie			
tt9759552	Kidnapping Mulan	2019			Ihila Lesnikova	Kai Braden, Anson Hsu, Yo Ying		English		movie			
tt9759540	ETC Jobs	2019			Ihila Lesnikova	Dennis Hurley, Kelli Jordan, Yo Ying		English		movie			
tt9759536	Swipe	2019		6 min	Niels Bourgonje	Jefferson White, Ebony Obsidian	A girl finds out that she has a match on a dating app with a stranger, despite swiping him to the left moments ago. She starts to fear that the man is dangerously close to her.	English	28 wins & 19 nominations.	movie			
tt9759498	Ordinary, Extra	2020			Michael Simpson Jr.	Michael Simpson Jr., JaCori Neal, Jaelin Neal, Lydia Zhou	5 foster siblings, each with varying mental disabilities (asbsergers, autism, etc...), display incredible abilities and use them in their everyday lives while running from the evil company, The Board.	English		movie			
tt9759442	Infallible	2019			Emma Evans	Emma Evans, Benjamin Wellbaum, Zain Burney, Chase Brown	A girl obsessed with secret agents has the chance to become one until she realizes that things are not as they seem.	English		movie			
tt9759376	Ma'loul Celebrates its Destruction	1984	Not Rated	31 min	Michel Khleifi		Since the declaration of the state of Israel in 1948, countless Palestinian villages have been erased from the map. MA'LOUL CELEBRATES ITS DESTRUCTION uses poignant images of bombardments, ...			movie			
tt9759048	Aktfotografie, z.B. Gundula Schulze	1983		11 min	Helke Misselwitz	Gundula Schulze Eldowy		German		movie			
tt9759046	Model Combat	2019	TV-MA			Audrina Fox, Jaden Starr	Model Combat is the story of a crazed assassin willing to do anything to please his wife; so, with her suggestion, he organizes a tournament forcing models to fight to the death so they ...			movie			
tt9759042	Demolition	1995			Michele Carlisle		We follow the team from Controlled Demolition Ltd as they implode two residential tower blocks in Sheffield. First use of cameras in, on top of and around the base of the building created an award wining record of the process.	English		movie			
tt9759012	Linchpins of Dead Dog Island	2018		80 min	Aja Nikiya		Linchpins of Dead Dog Island is a film showcasing the lives of these six women working together in Puerto Rico to save animals from the streets, abuse and confinement. These wonder women ...			movie			
tt9758976	l'art de la mort	2019				Latina Seductress	Experience an intense, erotic adventure full of depravity and macabre in this extreme, art cinema exhibit of deranged murder and bazaar of disturbing, grotesque and gore-riddled display of ...	English		movie			
tt9758594	Yirga	2019		8 min	Bethiael Alemayoh	Rekik Neway, Evelyn Ngugi, Filmon Yohannes	Before she can leave town for a fresh start, Yirga must get one problem out of her head.	English, Tigrigna	1 nomination.	movie			
tt9758582	Wake Me Up	2018		45 min	Jude Nassar	Maria Ishac, Michel Merheb, Jude Nassar, Christian Semaani	An unfortunate event turned the life Of 5 Best Friends into a nightmare. Some secrets will be revealed ,Maria,Jacky,Micho,Christian & Jude are going to explore new experiences in their lives,not all good	Arabic		movie			
tt9758574	Cry Baby Bridge	2018		20 min	Lance Michael Schmidt	Anita Farmer Bergman, Joshua Cox, Yessenia Figueroa, David Gaylor	When 1700's settlers release a demonic spirit by massacring the native tribe, the story lives on as myth; or so the teenagers of 1986 believe. At Cry Baby Bridge, the reality is worse than the ghost stories.	English		movie			
tt9758546	Alaska	2019			Gwynne Phillips, Briana Templeton, Chris Wilson	Paul Beer, Rodrigo Fernandez-Stoll, Gwynne Phillips, Sharjil Rasool		English		movie			
tt9758534	Dog's Life	2019			MJ Palo	Pumba, Levi, Tiffany, Travis Jayden		English		movie			
tt9758526	The Long, Hard Day	2018		12 min	Dalton Burdette	Chuck Aurin, Anthony Beck, Dalton Burdette, Hannah Hiler	Due to an unfortunate mishap with an erectile dysfunction pill, two friends journey to the hospital together, only to find out that getting there is not as easy as it seems.	English	1 win.	movie			
tt9758482	Zabardast	2018			Jérôme Tanon	Yannick Graziani, Hélias Millerioux, Zak Mills, Léo Taillefer	Travel diary of an incredible Freeride expedition in search for one of the most beautiful mountain to ski on the planet, standing at 5880m situated at the heart of remote Karakoram range in Pakistan.	French, English		movie			
tt9758290	The Silent Soldier and the Portrait	2019		64 min	Garland Waller, Barry Nolan(co-director)		The story of one of the last living survivors of the sinking of the Troopship Leopoldville on Christmas Eve, 1944. A daughter discovers how her father's life was saved by a twist of fate and of the secrets he kept hidden for decades.	English		movie			
tt9758260	The Two Hundred Fifth	2019		20 min	Brock Heasley	Eldon Daetweiler, Wyatt Daniels, Ema Horvath, Audrey Neal	A young college girl reveals to her best friend that she's a 'Repeater'--a person who lives the same life over and over again, memories intact.	English		movie			
tt9758204	Derma	2019		15 min	Debatma Mandal	Shiny Dixit, Barun Sobti	Snow clad mountains, a mystical man, a traditional tattoo, and Karma at it's twisted best.	Hindi		movie			
tt9615012	La derrota	2017		98 min	Juan Mompeán	Miriam Olombrada, Juan C. Hernández, Juan Mompeán, Ramón García del Real	Juan bought his first handheld camera in 2003 and started to film his day to day life. Together with the camera he discovered some strange films that his father had made some years ago. ...	Spanish		movie			
tt9615002	The Last of the Philippines. Return to Baler	2019			Jesús Valbuena	Luis Eduardo Aute		Spanish		movie			
tt9614994	Rabb Da Radio 2	2019		129 min	Sharan Art	Tarsem Jassar, Simi Chahal, Tania, Harby Sangha	A newly married man returns home and is saddened to learn his extended family has split apart.	Punjabi	1 nomination.	movie			
tt9614988	Sillu Karuppatti	2019		153 min	Halitha Shameem	Sara Arjun, Leela Samson, Samuthirakani, Sunaina	An anthology of four romantic stories across four age groups connected by that magical thread called love.	Tamil		movie			
tt9614984	Fuerza	2018			Carla Alonso			Spanish		movie			
tt9614972	Kannadi	2019			Caarthick Raju	Sundeep Kishan, Poornima Bhagyaraj, Anya Singh		Tamil		movie			
tt9614954	Eros	2019		11 min	Christopher Sampson	Kim Denman, Robert H. Wainwright	An adulterous wife is forced to confront her choices on one fateful night.	English		movie			
tt9614952	Till Dawn	2019		4 min	Ibrahim Alhendawi	Eda Thana, Berta Tibor, Lee Xua	This film tells the story of a young lady who suffered from depression and at the age of 26 she attempts to end her life by jumping from H bridge in Budapest. An old man died trying to save...	English		movie			
tt9614950	Thirumanam	2019		156 min	Cheran	Cheran, Sukanya	Very much concerned about his family's financial status, Arivudainambi is unhappy with the way his sister's wedding to a wealthy man is being done.	Tamil		movie			
tt9614936	Ek Nirnay... Swatahacha Swatasathi	2019		141 min	Shrirang Deshmukh	Subodh Bhave, Seema Deshmukh, Shrirang Deshmukh, Vikram Gokhale	Every person has to take 'one decision', which would help the person give his life a direction in a way and manner he wishes. This story is about three people, who too had to take one such ...	Marathi		movie			
tt9614926	Les semi-colònies 1935	1935		25 min	Josep Torrella			Catalan		movie			
tt9614900	Jamai Badal	2019		140 min	Rabi Kinagi	Soham Chakraborty, Hiran Chatterjee, Koushani Mukherjee, Payel Sarkar	Gunjan loves to spend time with his best friend Krish and has neglected his love life all this while. What happens when Krish meets Barsha and falls in love with her? Will things be the ...	Bengali		movie			
tt9614898	44 Days	2018		76 min	Alessandro Tofanelli	Stefano Dionisi, Antonio Salines, Iacopo Bertoni, Giulio Mancini	Cinema has described the Second World War several times by the extent of its destruction and the depth of its historical dimension. This movie differently looks at it, in a more personal ...	Italian		movie			
tt9614896	Les semi-colònies de 1934	1934		29 min	Josep Torrella		This is the second amateur film made for Vida Municipal. Ajuntament de Sabadell. It was created for the movie section of the Centre Excursionista del Vallès.	Catalan		movie			
tt9614894	Boys will be Boys	2009			Jack Cox	Lawrence Watling		English		movie			
tt9614888	Love is an Open Door	2014						English		movie			
tt9614884	Austad	2019		92 min	Pratim Chatterjee	Manik Das, Rina Mitra, Kaushiki Mukherjee, Baby Paul		Bengali		movie			
tt9614876	Devakottai Kadhal	2019			A.R. Kassim	Ganja' Karuppu, Seenu, Suvitha		Tamil		movie			
tt9614874	When Will My Life Begins	2014						English		movie			
tt9614868	Jhol	2019		112 min	Shakti	Alisha Farrer, Chetan Hansraj, Manisha Kelkar, Vik Khanna	Shasan Arts is all set to bring a film that has a perfect blend of comedy, music and a social message. Starring Vik Khanna, Raashul Tandon and Chetan Hansraj, it is a situation comedy that ...	Hindi		movie			
tt9614866	Glorious	2014						English		movie			
tt9614864	I racconti di San Casciano - Errata Corrige	2008		18 min	Mimma Nocelli	Patrizia Barbieri, Gualtiero Burzi, Dario Faiella, Rosa Girona		Italian		movie			
tt9614852	Do You Want To Built A Snowman	2014						English		movie			
tt9614840	Collection	2019			Michael Davis(co-director), Garrett Julian(co-director), Andrew Long(co-director)	Garrett Julian, Michael Davis, Andrew Long	(A Still Frame Photography Film) One by one, people in Winter Falls are disappearing. Is it just a coincidence? Or could something more sinister be at work? Watch carefully. Listen Closely. You could be next.	English		movie			
tt9614796	The Return of Pinocchio	2019					"""Geppetto"" lives in one of the most beautiful beaches in Italy, where often he spends his time playing, jumping without taking care of his homework, or appreciating the effort of his old ..."	Arabic		movie			
tt9614772	Geetha	2019		148 min	Vijay Naagendra	Ganesh, Shanvi Srivastava, Parvathy Arun, Prayaga Martin	Akash, a software professional who comes from a broken home, is a cynical younger who does not really believe in the idea of love. But when he learns about his father's past and encounters love in close proximity in his life, does he find a happy ending?	Kannada		movie			
tt9614622	Friends	2014			Molly McCarvill	Jack Chacon	A lonely dude wishes he had more friends - and he's surprised when he gets them.	English	1 nomination.	movie			
tt9614596	Bloodshot Heart	2020		90 min	Parish Malfitano	Richard James Allen, Emily David, Peter-William Jamieson, Monique Kalmar	At 44, Hans still lives with his mother. When Matilda, a tenant half his age, moves in, Hans relives old memories and is infatuated. To win her love, Hans comes up with a dangerous plan.	English, Italian		movie			
tt9614524	Metaxis	2018			Matt White	Zak Kinnaird, Ally Marks, Adriana Trajkovski	A mid level NSA agent gains the courage to pursue a love interest after engaging in some domestic surveillance.	English		movie			
tt9614490	Little boy	2019			Shiraz Henry	Yajuvendra Singh, Shishir Sharma, Ehasan Khan, Doley Doljee	A Little Boy from North east India , Arunachal Pradesh looses his father at a tender age of 12 years. from Little Boy to a powerful man . amid-st all odds and struggles how a little boy is transformed into a man of steel.	Hindi		movie			
tt9614476	Wait	2019			Stephen Osborne	Zarlia Chisholm, Oscar Bailey, David Cook, Danni Clowes	When brother and sister Josh and Millie, decide to runaway after hearing about their parents separating, they discover the true meaning of 'after darkness comes light, you just have to wait to see it'.	English		movie			
tt9614460	Chhapaak	2020	Not Rated	120 min	Meghna Gulzar	Deepika Padukone, Vikrant Massey, Madhurjeet Sarghi, Payal Nair	The trials and triumphs of Malti, an acid attack survivor. From the investigation of the attack to the court proceedings, the medical treatment to the emotional healing. Chhapaak is the story of the unquashable human spirit.	Hindi	1 nomination.	movie	$604,334		
tt9614452	The Big Bull	2021			Kookie Gulati	Abhishek Bachchan, Ileana D'Cruz, Samir Soni, Sanjeev Pandey	The story of the film is based on real events of financial market that took place between 1990 and 2000 involving Harshad Mehta and his financial crimes.	Hindi		movie			
tt9614440	Mickey and the Bear	2019	R	88 min	Annabelle Attanasio	Camila Morrone, James Badge Dale, Calvin Demba, Ben Rosenfield	Faced with the responsibility to take care of her addict, veteran father, headstrong teen Mickey Peck keeps her household afloat.	English	5 wins & 14 nominations.	movie	$57,188		
tt9614428	Sikander 2	2019		131 min	Manav Shah	Manjit Singh Gill, Puru Nangla, Karan Battan, Kartar Cheema	When his adoptive brother flees after running afoul of a vicious gang, Sikander attempts to locate him.	Punjabi	1 nomination.	movie			
tt9614422	Ashke 2	2019			Amberdeep Singh	Hobby Dhaliwal, Amrinder Gill, Sanjeeda Sheikh		Punjabi		movie			
tt9614416	Blackia	2019		141 min	Sukhminder Dhanjal	Dev Kharoud, Ihana Dhillon, Sanju Solanki, Ravinder Mand	During the gold smuggling at international Punjab's border in the 70's, an innocent college boy gets involved in the gang war and takes over the underworld.	Punjabi	2 nominations.	movie			
tt9614414	Attaiya VS Handi Kayolu	2019		128 min	Lokendra Surya	Chiathra, Vinay Coorg, Kempe Gowda, Bharath Gowdru		Kannada		movie			
tt9614406	Prastha	2019		117 min	Ravi Shathabisha	Alankar Chandru, Varsha, Raja Vish		Kannada		movie			
tt9614396	Best Friend	2019			Teshee Venkatesh	Saakshi Meghana, Sumathi Patil, Dravya Shetty		Kannada		movie			
tt9614394	Hard-ish Bodies	2019		9 min	Mike Carreon	Marcone Cangussu, Mike Carreon, Isaac Garza, James C. Leary	A plus-size male stripper knocks on the wrong door and is thrust into the criminal underworld. His only chance to save the club and himself is to do what he does best... DANCE!	English	1 nomination.	movie			
tt9614384	Shabana	1979		140 min	Nazar Shabab	Masood Akhtar, Waheed Murad, Shahid, Babra Sharif		Urdu		movie			
tt9614354	Elle King: America's Sweetheart	2016		4 min	Noah Conopask	Elle King		English		movie			
tt9614332	The Last Great Road Race: La Carrera Panamericana	2014		49 min	Jeremy Heslup	John Benton	John Benton, a vintage Porsche builder from in Anaheim competes with a modified 1962 Porsche 356b in Sport Menor class in one of the most historical road race's in the world, La Carrera ...	English		movie			
tt9614322	Kowalskis	2019		7 min	Josh Cisewski, Joshua Palmer(co-director)	Joshua Peterson, Jillian Johnson, Elizabeth Efteland, Kelly Anderson		English		movie			
tt9614314	Brothers	2019			Dan Allen	Tommy Lucas, Brad Allen, Dan Allen	A deadbeat alcoholic witnesses his brother's death; a man who had his whole life figured out. In a grieving mess, he seeks vengeance on the one who took it all away.	English		movie			
tt9614160	Homegrown	2019		8 min	Genie Deez	Genie Deez	Three 8th grade students from the west side of South Bend, spend a day immersed in Notre Dame traditions and sports.	English		movie			
tt9614144	Starving for Sugar	1988		58 min	Ilan Ziv		Explores the influence of biotechnology on agriculture and outlines how the development of artificial sweeteners derived from corn has lead to the decline of the sugar cane industry and the...	English, Spanish		movie			
tt9614116	The Wounded Blue	2019		70 min	Jason Harney	Randy Sutton, Eddie Richardson, Kelly Hollister, Jennifer Markowski	"Lightning Digital Entertainment is proud to present the feature documentary ""The Wounded Blue"", a film which tells the powerful stories of six Police Officers who inspired the creation of ..."	English		movie			
tt9614090	I Love You, Now Die: The Commonwealth v. Michelle Carter	2019	TV-MA	143 min	Erin Lee Carr	Jesse Barron, Emily Bazelon, Sam Boardman, Peter Breggin	Teen Michelle Carter's actions shocked a nation - but what really happened behind closed doors? This HBO special showcases the prosecution's point of view and alternately the defense's. Which side do you fall on?	English		movie			
tt9614068	The Planets	2019		2 min	James Tralie		When the satellites are not looking, the planets of the solar system take on lives of their own and interact with each other beyond simply exerting a gravitational pull.	English		movie			
tt9614064	Dust Nuggets	2020			Andrew Pochan	Linnea Sage, Robert Picardo, Eric Roberts, Sabina Houck	KK took the Dust Nuggets rock band from the garage to the stadium and is now in a coma from a drug overdose, reviewing her out-of-control life.			movie			
tt9614044	Injured	2012		55 min	Marie Breen-Smyth			English		movie			
tt9614040	Kitty Mammas	2020		93 min	Dennis Alexander Nicholson	Paul Sun-Hyung Lee, Janet Porter, Kathryn Kohut, Vienna Hehir	A disgraced fertility doctor runs a clinical trial in which four women give birth to kittens.		1 win.	movie			
tt9614038	Bad Blood	2019		5 min	Travis Darkow	Linsey Darkow, Travis Darkow, Chris Isaacson, Leslie Waymire	A masked figure enacts a brutal plan to sever the ties that bind.	English	1 win.	movie			
tt9614034	Chinatown Movie	2017		25 min	Babyshakes Dillon	Johl Brown, Yasmin Langlois		English		movie			
tt9613980	Appetizer	2019		14 min	Ayanda Chisholm	Tamara S. Hall, Malcolm A. Chavis, Maurita Salkey, Monica Henry	A young woman struggling with heartbreak following a recent breakup finds the courage to go on her first date in months, only to learn that her newfound love interest has been holding on to a date-shattering secret.	English		movie			
tt9613978	Belfast Tech: Artisans & Dreamers	2011		61 min	Marilyn Hyndman			English		movie			
tt9613944	Reformed	2018		12 min	Samantha Timms	Lillian Horton	John, an old reformed criminal, is stranded after his release from prison and is forced to take public transport to a halfway house. His abrupt return to society instantly exposes him to ...	English		movie			
tt9613842	The Sweetness of Spring	2018		5 min	Dick Jordan		When spring comes, snow melting atop and rain falling on Oregon's Coast Range of mountains roars over waterfalls and rapids in Beaver Creek and Sweet Creek, making its way toward the ...	English		movie			
tt9613566	More Than Basketball	2019			Jillian Holt, Sasha Sales	Jessica Alexander		English		movie			
tt9613550	I Know What I Saw	2014			James Fox			English		movie			
tt9613538	Mad House: A Paranormal Documentary	2019		89 min	Jp Doyal, Keith Campbell	Jp Doyal, Alex Bobulinski, Steve Brodt, Keith Campbell	Four online friends meet for the first time inside the most haunted building in America to find proof for the existence of an afterlife. But they may have received more than they bargained for.	English		movie			
tt9613406	Film Boy	2018		11 min	Ty Tush	Jonah Fujikawa, Kurt Bennett, Mads Booth, Mark Frank	A film student struggles to make his film.	English		movie			
tt9613380	Liang xiang hao	1962		94 min	Hsing Lee	Ping-Ou Wei, Hong Mu, Shih Chin, Tou Hu				movie			
tt9613332	Tayara	2009		98 min	Tommy Lang	Roni Fuchs, Shlomit Hagoel, Robert Henig, Danny Leshman	A year after being widowed, Peter, a 60 year old business man, is looking obsessively for a new relationship. He meets Noga who is divorced and has a girl, Nelly (16). Peters' son Rami (18)...	Hebrew	1 nomination.	movie			
tt9613316	Frances Ferguson	2019	Not Rated	74 min	Bob Byington	Kaley Wheless, Nick Offerman, Martin Starr, Jennifer Prediger	A small town's reaction to scandal.	English	1 win & 2 nominations.	movie		The Substitute	
tt9613296	Honor	2019		16 min	Jacqueline Pepall	Lucy Hawkins, Taylor Napier	A short film looking at the gay purge currently taking place in Chechnya through the lens of a brother and sister in the rural US.	English		movie			
tt9613244	Autonomy	2019		80 min	Alex Horwitz	Eddie Alterman, Malcolm Gladwell, Ray Magliozzi, Andy Schaudt	Brief history of the development of self-driving cars along with an even-handed look at the pros and cons of giving up human control of something that has been a significant part of ...	English		movie		Gravitas Ventures	
tt9613232	Microscopias	2012		22 min	Isaki Lacuesta			Spanish		movie			
tt9613142	Ouroboros	2019		13 min	Erica Dasher	Erica Dasher, Rosario Dawson, Jason Greene, Jason Lew	A novelist undergoes an experimental treatment with nanotechnology. Intended to enhance her creativity, it instead consumes her attention, seducing her away from her husband.	English		movie			
tt9613092	Regina	2018		8 min	Nirmala Valinciute	Regina Petrikiene	After the 1941 Lithuanian deportations to Siberia, this is a story of a woman who grew up there and watched her parents struggle through the aftermath of the traumatic events. Years after ...	Lithuanian		movie			
tt9613048	Love in Central Park	2010		2 min	Gabriele Mainetti	Daniel Kim, Daniel Paz		None		movie			
tt9613032	Miss Freelance	2019		19 min	Matthew Kyle Levine	Maddy Murphy, Timothy J. Cox, Zach Abraham, Keith Boratko	A week in the life of a young woman who freelances for strange men throughout New York City.	English		movie			
tt9613016	En Samling Samlare	2017		58 min	Gunnar Magg	Manoel Marques, Erik Penser, Ola Rapp, Lars Wingefors		Swedish		movie			
tt9612996	Depth of Field	2019			Moe Alatawi	Rory Wilson, Paul Dewdney, Theo Jerome, Nathalie Webb	Struck by the fabricated authenticity of the media, an unsuccessful photojournalist strives to capture the reality of war. But his journey through the battlefield forces him to make the ...	English		movie			
tt9612982	The Assent	2019		93 min	Pearry Reginald Teo	Robert Kazinsky, Peter Jason, Florence Faivre, Caden Dragomer	After a series of disturbing supernatural events in his home, Joel, a young single father, comes to suspect that his young son may be possessed.	English, Latin, French	2 wins.	movie			
tt9612892	The Black Emperor of Broadway	2020		98 min	Arthur Egeli	Shaun Parkes, John Hensley, Nick Moran, Liza Weil	"In 1921, Eugene O'Neill rejects the use of blackface and casts African American actor Charles Gilpin in the lead of his groundbreaking play ""Emperor Jones""."	English		movie			
tt9612860	Sala de espera	2018		12 min	Laura García Higueras	Caly Hernández, Marta Toba, Nuria Suárez, Beatriz Morandeira		Spanish		movie			
tt9612856	Baseball's Gift	2019			Ashley Luke	Michael Dillahunt, Vashon Wallace, Lorenzo Jones, David Hunter	Trevor struggles to face the team and pursue his love for baseball knowing his terminally ill father and coach won't be at his side for long.	English		movie			
tt9612796	Gemelas	2018			Iván Campillo, Andrés Blázquez(co-director)	Eva García-Vacas		Spanish		movie			
tt9612680	Human Nature	2019		95 min	Adam Bolt	Jennifer Doudna, George Church, Alta Charo, Fyodor Urnov	A breakthrough called CRISPR opens the door to curing diseases, reshaping the biosphere, and designing our own children. A provocative exploration of its far-reaching implications, through the eyes of the scientists who discovered it.	English	1 win & 3 nominations.	movie	$5,487	Sandbox Films (II), The Wonder Collaborative, News and Guts Films	
tt9612578	Poet of Poverty	2008		55 min	Sean Dougherty(co-director), Tana Ross(co-director), Freke Vuijst(co-director)	Michael Doyle, Martin Sheen		English		movie			
tt9612530	Chess Game	2005			Felix de Rooy	Flair Won', Nala, Andy Taitt	A cosmic chess game between a king and a Rasta Sadhu.	English		movie			
tt9612444	Back to June	2018		7 min	Peter Lee	Justin Brooks, June Kim		English		movie			
tt9612428	Hacker	2019			Colburn South	Hector Hernandez, Steven Mango	After Slacking off on his Third Year of College, A slouch Hires the School's Whiz Kid to Help change his Grades.	English		movie			
tt9612420	Hello, I'm Depressed	2019			Alex Smith	James Thomas Gilbert	A story about a man with a broken heart who finds a sympathetic ear in an unlikely source.	English		movie			
tt9612414	Harvest Fest	2018		1 min	Olof Berghe	Peter Frykstrand, Dan Lind		Swedish	2 wins.	movie			
tt9612410	Space	2018		16 min	Jesse Thurston	Jonathan Gordon, Mitra Jouhari, Polly Lee, Tim Platt	Unfolding over one night in a Brooklyn apartment, Space is an intimate portrait of three friends in orbit around each other, attempting to find balance between the forces that draw them ...	English		movie			
tt9612380	Snow Day	2017		14 min	Jesse Thurston	Gary Richardson, Madeline Wise, Jonathan Gordon		English		movie			
tt9612368	An English Haunting	2020		89 min	Charlie Steeds	David Lenik, Tessa Wood, Barrington De La Roche, Emma Spurgin Hussey	In 1960s England, Blake Cunningham and his alcoholic mother move into the mysterious Clemonte Hall, an isolated manor house, to care for his dying grandfather, who resides in an attic room.	English		movie			
tt9612342	Vafaye Engare	2019		50 min	Hesam Bani-Eghbal	Farhad Ahmadi, Kambiz Arami, Nasrin Faghih, Iraj Kalantari	This is a Biogrphical documentary about the life and works of the Iranian acclaimed artist and architecture, Korosh Farzami. The title has one interesting story which will lead us to see ...	Persian		movie			
tt9612268	Præsidenten fra Nordvest	2017			Lars Feldballe Petersen, Jacob Andersen	Ahmed Dualeh	"""Præsidenten fra Nordvest"" is the positive integration story from Denmark of immigrant Ahmed, who after 50 years in Denmark had become so Danish that he wanted go give the best he had ..."	Danish		movie			
tt9612222	Vitorino - Queda do Império	2019			Mara Castilho, Julio Pereira	Vitorino Salomé		Portuguese		movie			
tt9612164	Saak	2019		121 min	Kamaljit Singh	Mandy Takhar, Jobanpreet Singh, Gurdeep Brar, Mukul Dev	While at home on leave, a Punjabi soldier falls in love with a woman whose father forbids her to marry a member of the military.	Punjabi		movie			
tt9612136	Madha	2020	Not Rated	113 min	Srividya Basawa	Trishna Mukherjee, Rahul Venkat, Anish Kuruvilla, Bikramjeet Kanwarpal	"MADHA is a Sanskrit term which means ""insanity personified"". MADHA is a female-centered psychological thriller that revolves around a small-time proofreader Nisha."	Telugu	7 wins.	movie			
tt9612118	The Big Lump	2003		59 min	A. Flintov	Yu. Tsar, I. Fensi, P. Batko, V. Shahovskih		Russian		movie			
tt9612032	Jhol Company Public Ltd.	2017			Rashid Khan	Ajaz Khan, Jagraj Singh Gooman, Robin Das		Hindi		movie			
tt9611882	Sleeping with Family	2016			Nicole Bazuin, Darren O'Donnell	Daniel Lastres Rodrigues, Sanjay Ratnan, Kathy Vuu	Fifteen teenagers living in the Parkdale neighbourhood of Toronto share their experiences with shared sleeping arrangements - a necessity when living in close quarters with many family ...	English		movie			
tt9611876	The 2012 CBS Diversity Sketch Comedy Showcase	2012			Rick Najera	Michael Hartney, Roopashree Jeevaji, Tony Rodriguez, Angelina Spicer		English		movie			
tt9611610	The Trusted	2022				Queen Kate Ajike	"Storyline ""The Trusted"" is a film that is very richly written by the working Ohafia Sovereign Her Imperial Majesty Eze-Nwanyi Ugwunwa Ajike. The genre is in between drama, thriller and ..."	English		movie			
tt9611562	Ice Cold	2018				Shauna Blaize, Christine Suero, Marie Zoumanigui		English		movie			
tt9611542	Goree	2019		124 min	Harsha Udakanda	Kelum Kularathne, Roshan Ranawana, Sriyantha Mendis, Teena Shanell Fernando		Sinhalese		movie			
tt9611484	Quezon's Game	2018	PG-13	127 min	Matthew E. Rosen	Raymond Bagatsing, Rachel Alejandro, Kate Alejandrino, Billy Ray Gallion	In 1938, Philippine President Manuel L. Quezon agrees to welcome Jewish refugees from Germany in the Philippines.	English	1 win & 11 nominations.	movie			
tt9611444	Dokuro no odori	1927			Tadamoto Ôkubo	Arai Atsushi, Chôko Iida		Japanese		movie			
tt9611222	Reverse the Life	2019		90 min	Chen Qiuzhu	Kun Wang, Ruolin Wang, Wanchen Wang		Mandarin		movie			
